(0.388839195,0.001063269,0.653696235)
(0.162051892,0.72295709,0.372903307)
(0.494704202,0.701292969,0.609579488)
(0.891474676,0.384115192,0.606626798)
(0.893106634,0.411580149,0.339972461)
(0.080869374,0.429448268,0.822769714)
(0.632690347,0.863227217,0.965826227)
(0.590701639,0.49212195,0.340999006)
(0.162562826,0.740845343,0.053440387)
(0.049366259,0.037356708,0.091553942)
(0.362589187,0.199733587,0.794883266)
(0.759886615,0.057771023,0.58054165)
(0.710869995,0.66554973,0.575224918)
(0.495242136,0.984345026,0.46382326)
(0.419561683,0.726613414,0.281663741)
(0.430929367,0.368642963,0.653866254)
(0.831808737,0.404931539,0.043973129)
(0.071428783,0.713405018,0.56201046)
(0.716049821,0.536620136,0.357681399)
(0.000345626,0.605720501,0.9923676)
(0.253524741,0.077805053,0.334748027)
(0.771700421,0.081160675,0.29031742)
(0.418705918,0.322144627,0.993704452)
(0.382752211,0.220790271,0.592578837)
(0.928080733,0.892210157,0.607283673)
