(0.620209752,0.353162497,0.742403201)
(0.762115353,0.946206999,0.910262057)
(0.894991863,0.926408741,0.471569281)
(0.493235456,0.27673696,0.045014774)
(0.301423528,0.491799996,0.17909135)
(0.06747225,0.856290711,0.842399739)
(0.419166006,0.840671145,0.442643132)
(0.40952997,0.205162238,0.109668296)
(0.263658681,0.603232247,0.555227119)
(0.096860635,0.479623913,0.597778583)
(0.994794636,0.08944736,0.673846739)
(0.060147178,0.916761594,0.726940866)
(0.497571945,0.865401921,0.323593631)
(0.224373078,0.779329683,0.008146552)
(0.218617164,0.250493542,0.308401005)
(0.017600572,0.066548748,0.786576263)
(0.176807605,0.638813367,0.997406511)
(0.740672719,0.358100862,0.119893)
(0.68048251,0.230061621,0.646502031)
(0.507774252,0.062257989,0.647034267)
(0.734867816,0.348145977,0.352964143)
(0.672177051,0.66214549,0.142185903)
(0.619078538,0.181647621,0.172613669)
(0.450166144,0.293027071,0.030195144)
(0.757835631,0.91506069,0.022367298)
(0.880555844,0.15027279,0.040398775)
(0.967695584,0.949653485,0.758201671)
(0.509937804,0.310504197,0.673043069)
(0.167302964,0.293733395,0.96699594)
(0.078452756,0.695841987,0.075482986)
(0.529733397,0.723018492,0.975940442)
(0.922405123,0.152043103,0.426645818)
(0.299904417,0.57260433,0.758456388)
(0.011515129,0.301410089,0.359815656)
(0.96088267,0.04003234,0.368934432)
(0.516387835,0.656254244,0.284257714)
(0.906335247,0.329787512,0.054487146)
(0.329585219,0.067764267,0.724197626)
(0.556216566,0.81422101,0.675870136)
(0.931927855,0.674786589,0.290413203)
(0.35939292,0.809195264,0.318009882)
(0.386383029,0.879051506,0.376165363)
(0.531353458,0.633641546,0.204953402)
(0.058683431,0.541300776,0.326249533)
(0.307986073,0.942554099,0.035135633)
(0.278381026,0.19138672,0.820308533)
(0.46143243,0.93922296,0.320012469)
(0.053784059,0.424572971,0.942478622)
(0.293871855,0.326815093,0.862350751)
(0.358054573,0.665288416,0.008863397)
(0.25875066,0.401559416,0.926356293)
(0.95647962,0.79767353,0.163068934)
(0.71132734,0.15713574,0.441424661)
(0.442926445,0.191945257,0.305692032)
(0.412768846,0.014167115,0.346562544)
(0.802069269,0.333622589,0.718776738)
(0.317669202,0.040557427,0.525821844)
(0.307656177,0.702642419,0.862525248)
(0.071788641,0.247567834,0.575022809)
(0.510330331,0.165508195,0.667311589)
(0.878444443,0.414203188,0.100839422)
(0.555287066,0.685601198,0.500691905)
(0.50652171,0.761043634,0.420860999)
(0.487196313,0.966315641,0.397239777)
(0.503177108,0.913702152,0.680159952)
(0.062219401,0.268063937,0.867255574)
(0.528316686,0.80949598,0.271350145)
(0.141096791,0.922916115,0.170490911)
(0.602566444,0.016376466,0.044598881)
(0.216941693,0.795696239,0.744093223)
(0.950874953,0.754236747,0.570416675)
(0.273490578,0.162290803,0.069304865)
(0.854409997,0.371911212,0.751340711)
(0.128445917,0.678678716,0.51499504)
(0.977613599,0.354480158,0.560957924)
(0.379100247,0.354850328,0.196402154)
(0.076886157,0.310273419,0.40657137)
(0.148749172,0.07694882,0.925689411)
(0.407034096,0.693181893,0.9506979)
(0.0154069,0.522487916,0.565154186)
(0.590584845,0.345091801,0.357907563)
(0.22150028,0.565578,0.752862407)
(0.073026603,0.405596908,0.578557047)
(0.220086121,0.677118727,0.194347945)
(0.902496516,0.629615233,0.662531469)
(0.932879243,0.018376189,0.683875724)
(0.554810308,0.003358251,0.192706378)
(0.780661831,0.091173218,0.623498461)
(0.589715554,0.807784671,0.4645785)
(0.836773234,0.161254427,0.891059043)
(0.302191157,0.030682107,0.540299524)
(0.492951687,0.489848785,0.016242489)
(0.728812929,0.883104612,0.181721125)
(0.894495321,0.049874401,0.027814685)
(0.379345371,0.762216131,0.935953375)
(0.209418367,0.909109572,0.576430991)
(0.340087155,0.207277927,0.887852642)
(0.812124103,0.082143156,0.939258278)
(0.666874167,0.582524734,0.186740015)
(0.185012961,0.223618966,0.373192209)
(0.332010143,0.882939294,0.558136962)
(0.674428421,0.772849095,0.362290758)
(0.268858212,0.667822827,0.8993062)
(0.297512832,0.084847548,0.49909654)
(0.83844301,0.560131823,0.265960434)
(0.208750061,0.345677667,0.111693714)
(0.155291832,0.332412648,0.835943992)
(0.017274679,0.865945005,0.657225526)
(0.823220577,0.060618335,0.543997063)
(0.806485711,0.707493394,0.503948539)
(0.489925989,0.774466683,0.248616548)
(0.874448637,0.171390027,0.432780672)
(0.550309376,0.799712232,0.185154992)
(0.618499102,0.491007179,0.392833406)
(0.228208122,0.443296092,0.822250688)
(0.535338664,0.772346849,0.429731246)
(0.601898462,0.456120627,0.772007751)
(0.09944484,0.859097216,0.405086265)
(0.563535906,0.697457474,0.941182278)
(0.562477034,0.298281916,0.638023944)
(0.244480653,0.255822911,0.64813418)
(0.537111298,0.181387634,0.619277113)
(0.131852209,0.131875622,0.361813599)
(0.582682359,0.734778093,0.466982984)
(0.451209402,0.538868867,0.442466368)
(0.673530193,0.951356207,0.480636551)
(0.542895062,0.983729721,0.420921029)
(0.076751675,0.989528776,0.373433926)
(0.705913361,0.986448713,0.124139855)
(0.388839195,0.001063269,0.653696235)
(0.162051892,0.72295709,0.372903307)
(0.494704202,0.701292969,0.609579488)
(0.891474676,0.384115192,0.606626798)
(0.893106634,0.411580149,0.339972461)
(0.080869374,0.429448268,0.822769714)
(0.632690347,0.863227217,0.965826227)
(0.590701639,0.49212195,0.340999006)
(0.162562826,0.740845343,0.053440387)
(0.049366259,0.037356708,0.091553942)
(0.362589187,0.199733587,0.794883266)
(0.759886615,0.057771023,0.58054165)
(0.710869995,0.66554973,0.575224918)
(0.495242136,0.984345026,0.46382326)
(0.419561683,0.726613414,0.281663741)
(0.430929367,0.368642963,0.653866254)
(0.831808737,0.404931539,0.043973129)
(0.071428783,0.713405018,0.56201046)
(0.716049821,0.536620136,0.357681399)
(0.000345626,0.605720501,0.9923676)
(0.253524741,0.077805053,0.334748027)
(0.771700421,0.081160675,0.29031742)
(0.418705918,0.322144627,0.993704452)
(0.382752211,0.220790271,0.592578837)
(0.928080733,0.892210157,0.607283673)
(0.344275299,0.339038483,0.908267935)
(0.310719533,0.787856889,0.75383855)
(0.65972765,0.396582015,0.043294606)
(0.407652115,0.762751309,0.191934673)
(0.201751954,0.617269641,0.416470845)
(0.371491902,0.633300708,0.857577858)
(0.48347381,0.407616134,0.409378826)
(0.720772534,0.918387741,0.697331161)
(0.700655465,0.348647664,0.280031849)
(0.404111848,0.993783707,0.161109268)
(0.46545006,0.396368653,0.947872888)
(0.270960364,0.313062198,0.795169207)
(0.568109341,0.613162204,0.077332459)
(0.693410269,0.193577359,0.334572297)
(0.045851414,0.518059714,0.075778307)
(0.43008356,0.061971696,0.835349718)
(0.180908421,0.91293173,0.113849941)
(0.331599784,0.852806727,0.626191258)
(0.035675599,0.581386214,0.005332107)
(0.577946524,0.224137554,0.466246636)
(0.219537902,0.293057946,0.333414486)
(0.674994078,0.328165359,0.123320581)
(0.342756336,0.421306144,0.858966684)
(0.12312933,0.464473399,0.804582561)
(0.016663232,0.8609288,0.393067377)
(0.526033936,0.390616281,0.453822289)
(0.20002798,0.686116789,0.564308832)
(0.288364315,0.237265659,0.397360319)
(0.687023219,0.466363277,0.365068468)
(0.548749563,0.480788273,0.032959475)
(0.906331324,0.291263098,0.706211895)
(0.918345176,0.279299353,0.210269974)
(0.272744029,0.830431361,0.877723557)
(0.334375631,0.114396609,0.70042025)
(0.038598367,0.285884835,0.886291362)
(0.478797155,0.478187429,0.490066934)
(0.158683817,0.645097344,0.712345752)
(0.158957304,0.331010746,0.06786203)
(0.68432008,0.918828914,0.0300932)
(0.756645495,0.226735969,0.985278562)
(0.632083166,0.900096798,0.061982963)
(0.946008423,0.96004675,0.830462773)
(0.186224665,0.123761615,0.674147389)
(0.012838913,0.30228679,0.96988958)
(0.496888989,0.15808517,0.765781704)
(0.953446574,0.010130851,0.706412261)
(0.8861463,0.054142215,0.942017996)
(0.770062811,0.99819247,0.459574759)
(0.695033488,0.135211338,0.121873138)
(0.12741298,0.534200332,0.592791031)
(0.012037844,0.434988901,0.23732741)
(0.003821459,0.74187478,0.163540614)
(0.343698089,0.67025715,0.806792889)
(0.724293232,0.495158745,0.16535956)
(0.207561831,0.676064749,0.843230886)
(0.581861087,0.669061508,0.064397422)
(0.658410447,0.460324444,0.057692243)
(0.806843931,0.225574664,0.580102692)
(0.399863755,0.27326509,0.94777737)
(0.332882263,0.448034488,0.358028953)
(0.413671144,0.875633489,0.807820418)
(0.815656735,0.776117189,0.458244918)
(0.63466681,0.274064701,0.800751864)
(0.395380474,0.242962604,0.347063843)
(0.725328137,0.658962633,0.883347547)
(0.567590143,0.514121693,0.40047311)
(0.257739894,0.474822135,0.439518534)
(0.722845224,0.274274616,0.862333391)
(0.187556652,0.205210644,0.585064739)
(0.132133451,0.89394906,0.685041067)
(0.99964627,0.737342733,0.654303455)
(0.125560917,0.345097343,0.412337157)
(0.774550599,0.072758793,0.775434978)
(0.758249384,0.978525138,0.3067097)
(0.40728797,0.186475892,0.591066942)
(0.079763078,0.564514893,0.312089802)
(0.245274806,0.055199223,0.322891289)
(0.326677376,0.509835362,0.304416832)
(0.889037335,0.446990279,0.10285853)
(0.384947987,0.785504992,0.655849117)
(0.305504413,0.570165042,0.802204443)
(0.661159496,0.458738587,0.482989025)
(0.646537258,0.853739529,0.787244207)
(0.736688201,0.226144324,0.1747304)
(0.238584355,0.3482811,0.680008907)
(0.578797969,0.586178587,0.071231965)
(0.780457875,0.088114214,0.581026407)
(0.471667312,0.45599659,0.553839451)
(0.468580107,0.136558606,0.353396858)
(0.921864983,0.847326552,0.805397271)
(0.017920636,0.209891761,0.558314962)
(0.422570621,0.277399172,0.54859979)
(0.009867632,0.121337419,0.866116071)
(0.337259571,0.437568903,0.575522607)
(0.418845913,0.697034366,0.785839037)
(0.93650719,0.64844452,0.584959281)
(0.09642588,0.209891974,0.560405969)
(0.958345561,0.123076793,0.948513475)
(0.562161887,0.203219004,0.025162497)
(0.332206666,0.812995727,0.642364353)
(0.871635792,0.546436224,0.761480564)
(0.711942896,0.202509344,0.055592421)
(0.184489803,0.085679212,0.666865563)
(0.498018714,0.253117792,0.081162286)
(0.306134949,0.762658904,0.284422086)
(0.520635943,0.376928057,0.021770139)
(0.015859682,0.969266988,0.382411499)
(0.874658378,0.231252803,0.3451071)
(0.50816011,0.851767748,0.422382952)
(0.4343005,0.476540788,0.318402504)
(0.242321928,0.054983522,0.204493632)
(0.543282583,0.789577218,0.649188104)
(0.887696609,0.279720034,0.341777172)
(0.804936558,0.493263127,0.548497422)
(0.00450821,0.486462069,0.755301813)
(0.030428956,0.054099695,0.524431616)
(0.654228948,0.393821113,0.928477057)
